Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
BERRIES BLUE 12/6 OZ Total,,,,6,$125.73,
BERRIES STRAW DRISCOLL 8/1 LB,1570,12-Feb-16,CS,2,$68.84,CA
,,08-Feb-16,,2,$68.84,CA
,,29-Feb-16,CS,2,$51.90,CA
,,01-Feb-16,CS,3,$78.15,CA
,,02-Feb-16,CS,3,$113.85,CA
,,04-Feb-16,CS,2,$75.90,CA
,,16-Feb-16,CS,1,$34.42,CA
,,23-Feb-16,EACH,1,$6.38,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,16,$498.28,
BROCCOLI FLORETS---4/3 LB---,2506,22-Feb-16,CS,5,$129.75,CA
,,22-Feb-16,EA,2,$17.48,CA
,,12-Feb-16,CS,3,$71.64,CA
,,12-Feb-16,EA,3,$24.66,CA
,,08-Feb-16,,12,$176.94,CA
,,18-Feb-16,CS,1,$25.95,CA
,,18-Feb-16,EA,6,$52.44,CA
,,25-Feb-16,CS,3,$74.85,CA
,,25-Feb-16,EA,3,$25.47,CA
,,29-Feb-16,CS,3,$74.85,CA
,,29-Feb-16,EA,7,$59.43,CA
,,11-Feb-16,CS,4,$95.52,CA
,,11-Feb-16,EA,7,$57.54,CA
,,15-Feb-16,EA,-2,-$16.44,CA
,,01-Feb-16,CS,2,$51.90,CA
,,01-Feb-16,EA,5,$43.70,CA
,,02-Feb-16,CS,2,$55.76,CA
,,02-Feb-16,EA,5,$46.10,CA
,,04-Feb-16,CS,1,$27.88,CA
,,04-Feb-16,EA,9,$82.98,CA
,,09-Feb-16,CS,2,$47.76,CA
,,09-Feb-16,EA,4,$32.88,CA
,,16-Feb-16,CS,3,$77.85,CA
,,16-Feb-16,EA,8,$69.92,CA
,,23-Feb-16,CS,3,$74.85,CA
,,23-Feb-16,EA,5,$42.45,CA
,,10-Feb-16,EA,-1,-$8.22,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,105,"$1,515.89",
CABBAGE GREEN CTN 16-18 CT,2530,29-Feb-16,CS,1,$14.95,NC
,,04-Feb-16,CS,1,$19.95,NC
,,16-Feb-16,EACH,2,$7.10,NC
CABBAGE GREEN CTN 16-18 CT Total,,,,4,$42.00,
CARROT STICKS 4/5 LB,6060,09-Feb-16,EA,1,$12.17,CA
CARROT STICKS 4/5 LB Total,,,,1,$12.17,
CARROTS 100/2 OZ,6085,22-Feb-16,CS,4,$73.72,CA
,,12-Feb-16,CS,4,$72.76,CA
,,08-Feb-16,,4,$72.76,CA
,,18-Feb-16,CS,7,$129.01,CA
,,25-Feb-16,CS,7,$139.65,CA
,,29-Feb-16,CS,5,$99.75,CA
,,11-Feb-16,CS,4,$72.76,CA
,,01-Feb-16,CS,4,$74.52,CA
,,02-Feb-16,CS,6,$109.32,CA
,,04-Feb-16,CS,4,$72.88,CA
,,09-Feb-16,CS,5,$90.95,CA
,,16-Feb-16,CS,14,$258.02,CA
,,23-Feb-16,CS,4,$79.80,CA
CARROTS 100/2 OZ Total,,,,72,"$1,345.90",
CARROTS MATCHSTICK SHRED 4/5 LB,6080,22-Feb-16,EACH,3,$27.12,CA
,,12-Feb-16,EACH,2,$18.08,CA
,,08-Feb-16,,1,$9.04,CA
,,18-Feb-16,CS,1,$27.17,CA
,,18-Feb-16,EACH,3,$27.12,CA
,,25-Feb-16,EACH,1,$9.61,CA
,,29-Feb-16,CS,1,$28.45,CA
,,29-Feb-16,EACH,1,$9.36,CA
,,11-Feb-16,EACH,5,$45.20,CA
,,01-Feb-16,EACH,3,$19.47,CA
,,02-Feb-16,EACH,4,$36.16,CA
,,04-Feb-16,EACH,6,$54.24,CA
,,09-Feb-16,EACH,4,$36.16,CA
,,16-Feb-16,EACH,3,$27.12,CA
,,23-Feb-16,EACH,3,$28.83,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,41,$403.13,
CELERY SLEEVED 30/36 CT,2660,11-Feb-16,CS,1,$44.57,CA
,,01-Feb-16,EACH,1,$4.11,CA
,,16-Feb-16,EACH,1,$3.84,CA
CELERY SLEEVED 30/36 CT Total,,,,3,$52.52,
CUCUMBER SELECT 1-1/9 BU,2710,22-Feb-16,3 #,13,$51.74,MEXICO
,,22-Feb-16,CS,1,$29.35,MEXICO
,,12-Feb-16,3 #,3,$10.65,MEXICO
,,12-Feb-16,CS,1,$22.16,MEXICO
,,08-Feb-16,,5,$17.75,MEXICO
,,18-Feb-16,3 #,13,$51.74,MEXICO
,,25-Feb-16,3 #,9,$30.78,MEXICO
,,25-Feb-16,CS,1,$19.95,MEXICO
,,29-Feb-16,3 #,4,$13.68,MEXICO
,,29-Feb-16,CS,1,$19.95,MEXICO
,,11-Feb-16,3 #,8,$28.40,MEXICO
,,01-Feb-16,3 #,7,$29.26,MEXICO
,,01-Feb-16,CS,1,$32.80,MEXICO
,,02-Feb-16,3 #,10,$41.70,MEXICO
,,04-Feb-16,3 #,11,$45.87,MEXICO
,,09-Feb-16,3 #,15,$53.25,MEXICO
,,16-Feb-16,3 #,16,$63.68,MEXICO
,,23-Feb-16,3 #,13,$44.46,MEXICO
CUCUMBER SELECT 1-1/9 BU Total,,,,132,$607.17,
EGGS LARGE 15 DZ USA,7910,22-Feb-16,CS,4,$111.40,FL
,,12-Feb-16,CS,0,$0.00,FL
,,08-Feb-16,,3,$84.45,FL
,,18-Feb-16,CS,1,$27.85,FL
,,29-Feb-16,CS,1,$19.95,FL
,,11-Feb-16,CS,3,$84.45,FL
,,15-Feb-16,CS,-1,-$28.15,FL
,,01-Feb-16,CS,2,$37.10,FL
,,02-Feb-16,CS,1,$24.70,FL
,,04-Feb-16,CS,1,$24.70,FL
,,23-Feb-16,CS,1,$27.85,FL
EGGS LARGE 15 DZ USA Total,,,,16,$414.30,
EGGS LARGE 30 DZ USA,7920,09-Feb-16,CS,1,$53.35,FL
EGGS LARGE 30 DZ USA Total,,,,1,$53.35,
GRAPEFRUIT RED 36-40 CT,1620,08-Feb-16,,48,$928.80,FL
,,01-Feb-16,CS,11,$189.75,FL
GRAPEFRUIT RED 36-40 CT Total,,,,59,"$1,118.55",
KALE GREEN 24 CT USA,2140,22-Feb-16,CS,2,$41.90,SC
,,22-Feb-16,EA,12,$39.60,SC
,,12-Feb-16,CS,0,$0.00,SC
,,12-Feb-16,EA,5,$16.25,SC
,,08-Feb-16,,12,$106.00,SC
,,18-Feb-16,CS,6,$125.70,SC
,,18-Feb-16,EA,13,$42.90,SC
,,25-Feb-16,CS,4,$89.80,SC
,,25-Feb-16,EA,8,$26.96,SC
,,29-Feb-16,CS,4,$91.80,SC
,,29-Feb-16,EA,3,$10.20,SC
,,11-Feb-16,CS,8,$160.00,SC
,,11-Feb-16,EA,24,$78.00,SC
,,01-Feb-16,CS,3,$74.85,SC
,,01-Feb-16,EA,18,$63.00,SC
,,02-Feb-16,CS,3,$41.85,SC
,,02-Feb-16,EA,20,$59.00,SC
,,04-Feb-16,CS,6,$83.70,SC
,,04-Feb-16,EA,11,$32.45,SC
,,09-Feb-16,CS,7,$140.00,SC
,,09-Feb-16,EA,16,$52.00,SC
,,16-Feb-16,CS,3,$62.85,SC
,,16-Feb-16,EA,24,$79.20,SC
,,23-Feb-16,CS,5,$112.25,SC
,,23-Feb-16,EA,24,$80.88,SC
,,24-Feb-16,CS,-1,-$22.45,SC
KALE GREEN 24 CT USA Total,,,,240,"$1,688.69",
LEMONS 165 CT,1640,22-Feb-16,DOZ,1,$4.14,CA
,,08-Feb-16,,2,$8.44,CA
,,18-Feb-16,DOZ,3,$12.42,CA
,,25-Feb-16,DOZ,1,$4.52,CA
,,11-Feb-16,DOZ,1,$4.22,CA
,,01-Feb-16,DOZ,2,$8.66,CA
,,02-Feb-16,DOZ,1,$4.31,CA
,,04-Feb-16,DOZ,5,$21.55,CA
,,09-Feb-16,DOZ,3,$12.66,CA
,,16-Feb-16,DOZ,2,$8.28,CA
LEMONS 165 CT Total,,,,21,$89.20,
"LETTUCE 1/8"" SHRED 4/5 LB",6180,12-Feb-16,EACH,2,$15.30,CA
"LETTUCE 1/8"" SHRED 4/5 LB Total",,,,2,$15.30,
LETTUCE SWEET SPRING MIX 3/1 LB,2220,18-Feb-16,CS,1,$11.20,CA
,,25-Feb-16,CS,1,$9.95,CA
,,11-Feb-16,CS,1,$11.20,CA
,,02-Feb-16,CS,1,$11.45,CA
,,23-Feb-16,CS,1,$9.95,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,5,$53.75,
ONIONS RED JUMBO 25 LB,4810,22-Feb-16,5 #,2,$14.90,CA
,,02-Feb-16,5 #,1,$7.65,OR
,,04-Feb-16,CS,1,$21.60,OR
ONIONS RED JUMBO 25 LB Total,,,,4,$44.15,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,22-Feb-16,5 #,1,$4.39,OR
,,08-Feb-16,,3,$28.39,OR
,,18-Feb-16,5 #,2,$8.78,OR
,,25-Feb-16,5 #,5,$21.95,OR
,,29-Feb-16,5 #,1,$4.39,OR
,,11-Feb-16,5 #,1,$4.42,OR
,,01-Feb-16,5 #,2,$9.06,OR
,,02-Feb-16,5 #,4,$18.08,OR
,,04-Feb-16,5 #,5,$22.60,OR
,,09-Feb-16,5 #,9,$39.78,OR
,,16-Feb-16,5 #,5,$21.95,OR
,,23-Feb-16,5 #,5,$21.95,OR
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,43,$205.74,
PEARS D'ANJOU 90,1930,23-Feb-16,CS,2,$62.90,WA
PEARS D'ANJOU 90 Total,,,,2,$62.90,
PEPPER GREEN LARGE 1-1/9 BU,2820,22-Feb-16,5 #,3,$31.20,MEXICO
,,22-Feb-16,CS,1,$32.59,MEXICO
,,08-Feb-16,,5,$44.65,MEXICO
,,18-Feb-16,5 #,8,$83.20,MEXICO
,,25-Feb-16,5 #,3,$39.72,MEXICO
,,29-Feb-16,5 #,3,$36.33,MEXICO
,,11-Feb-16,5 #,7,$62.51,MEXICO
,,01-Feb-16,5 #,6,$72.24,MEXICO
,,02-Feb-16,5 #,7,$84.91,MEXICO
,,02-Feb-16,CS,1,$39.50,MEXICO
,,04-Feb-16,5 #,4,$48.52,MEXICO
,,04-Feb-16,CS,1,$39.50,MEXICO
,,09-Feb-16,5 #,10,$89.30,MEXICO
,,16-Feb-16,5 #,9,$93.60,MEXICO
,,23-Feb-16,5 #,8,$105.92,MEXICO
PEPPER GREEN LARGE 1-1/9 BU Total,,,,76,$903.69,
PEPPER RED 1-1/9 BU,2870,11-Feb-16,2 #,3,$13.38,MEXICO
,,09-Feb-16,2 #,2,$8.92,MEXICO
,,23-Feb-16,2 #,1,$5.45,MEXICO
PEPPER RED 1-1/9 BU Total,,,,6,$27.75,
PINEAPPLE GOLDEN 6/7 CT COSTA RICA,1960,18-Feb-16,EACH,2,$8.82,COSTA RICA
PINEAPPLE GOLDEN 6/7 CT COSTA RICA Total,,,,2,$8.82,
POTATOES IDAHO 100 CT CARTON,4310B,12-Feb-16,CS,1,$19.38,ID
,,11-Feb-16,CS,1,$19.38,ID
POTATOES IDAHO 100 CT CARTON Total,,,,2,$38.76,
RADISH RED 14/1 LB,3007,02-Feb-16,EA,1,$4.12,FL
RADISH RED 14/1 LB Total,,,,1,$4.12,
SPINACH 4/2.5 LB,2320S,02-Feb-16,EACH,2,$16.92,CA
,,23-Feb-16,CS,1,$19.45,CA
SPINACH 4/2.5 LB Total,,,,3,$36.37,
TANGERINE 120 CT,1720,18-Feb-16,CS,2,$61.88,FL
,,23-Feb-16,CS,1,$31.45,FL
TANGERINE 120 CT Total,,,,3,$93.33,
ORANGE CA 138,1690,22-Feb-16,CS,24,$435.36,CA
,,12-Feb-16,CS,21,$388.29,CA
,,08-Feb-16,,27,$499.23,CA
,,18-Feb-16,CS,33,$598.62,CA
,,25-Feb-16,CS,26,$518.70,CA
,,29-Feb-16,CS,25,$498.75,CA
,,11-Feb-16,CS,33,$610.17,CA
,,15-Feb-16,CS,-1,-$18.49,CA
,,01-Feb-16,CS,24,$424.32,CA
,,02-Feb-16,CS,29,$548.39,CA
,,04-Feb-16,CS,37,$699.67,CA
,,09-Feb-16,CS,30,$554.70,CA
,,16-Feb-16,CS,28,$507.92,CA
,,23-Feb-16,CS,31,$618.45,CA
ORANGE CA 138 Total,,,,367,"$6,884.08",
KIWI TRAY 27/36,1780,12-Feb-16,CS,1,$14.45,ITALY
,,08-Feb-16,,5,$23.30,ITALY
,,18-Feb-16,CS,1,$11.20,ITALY
,,25-Feb-16,CS,1,$12.95,ITALY
,,11-Feb-16,CS,1,$14.45,ITALY
,,04-Feb-16,CS,1,$14.45,ITALY
KIWI TRAY 27/36 Total,,,,10,$90.80,
APPLES GRANNY SMITH SLICED  50/2 OZ,1201,22-Feb-16,CS,82,"$1,922.90",WA
APPLES GRANNY SMITH SLICED  50/2 OZ Total,,,,82,"$1,922.90",
ARUGULA 2/2 LB,5204,08-Feb-16,,27,$383.40,CA
ARUGULA 2/2 LB Total,,,,27,$383.40,
ASPARAGUS STANDARD 11 LB,2410,22-Feb-16,CS,47,"$1,313.65",MEXICO
,,23-Feb-16,CS,-2,-$55.90,MEXICO
ASPARAGUS STANDARD 11 LB Total,,,,45,"$1,257.75",
BEANS FRENCH 5 LB,2460,29-Feb-16,CS,46,$664.70,GUATEMALA
BEANS FRENCH 5 LB Total,,,,46,$664.70,
BEANS GREEN CUT 2/5 LB USA,6010,08-Feb-16,,25,$511.75,FL
BEANS GREEN CUT 2/5 LB USA Total,,,,25,$511.75,
CARROTS BABY RAINBOW SNIP TOPS 5 #,6625,12-Feb-16,CS,48,$751.20,GUATEMALA
CARROTS BABY RAINBOW SNIP TOPS 5 # Total,,,,48,$751.20,
CUCUMBERS KIRBY 10 LB SCH,2703,29-Feb-16,CS,29,$477.05,MEXICO
CUCUMBERS KIRBY 10 LB SCH Total,,,,29,$477.05,
FRUIIT UGLY 50/2OZ,6142,22-Feb-16,CS,82,"$2,824.90",FL
FRUIIT UGLY 50/2OZ Total,,,,82,"$2,824.90",
GRAPEFRUIT 50/2 OZ,1609,01-Feb-16,CS,65,"$1,508.00",FL
GRAPEFRUIT 50/2 OZ Total,,,,65,"$1,508.00",
GRAPEFRUIT RED 32 CT,1610,12-Feb-16,CS,39,$808.86,FL
GRAPEFRUIT RED 32 CT Total,,,,39,$808.86,
GRAPES RED SEEDLESS SCH,1750S,22-Feb-16,2 #,4,$25.80,CHILE
,,22-Feb-16,CS,4,$134.44,CHILE
,,12-Feb-16,CS,1,$56.83,CHILE
,,08-Feb-16,,4,$227.32,CHILE
,,18-Feb-16,CS,1,$33.61,CHILE
,,25-Feb-16,CS,3,$101.85,CHILE
,,29-Feb-16,CS,1,$31.45,CHILE
,,11-Feb-16,CS,1,$56.83,CHILE
,,01-Feb-16,2 #,5,$39.40,CHILE
,,01-Feb-16,CS,4,$180.12,CHILE
,,02-Feb-16,CS,1,$57.95,CHILE
,,04-Feb-16,CS,2,$115.90,CHILE
,,09-Feb-16,2 #,1,$9.35,CHILE
,,16-Feb-16,CS,1,$33.61,CHILE
,,23-Feb-16,2 #,1,$6.49,CHILE
,,23-Feb-16,CS,1,$33.95,CHILE
GRAPES RED SEEDLESS SCH Total,,,,35,"$1,144.90",
GUAVA 10 LB (SO3),1770,29-Feb-16,CS,35,"$1,328.25",FL
GUAVA 10 LB (SO3) Total,,,,35,"$1,328.25",
KOHLRABI 24 CT,3055,02-Feb-16,CS,29,$740.95,TX
KOHLRABI 24 CT Total,,,,29,$740.95,
"LETTUCE 1/8"" SHRED 4/5 LB SCH",6180S,22-Feb-16,CS,3,$58.77,CA
,,22-Feb-16,EACH,1,$7.34,CA
,,12-Feb-16,CS,3,$64.77,CA
,,12-Feb-16,EACH,-2,-$15.72,CA
,,08-Feb-16,,4,$58.90,CA
,,18-Feb-16,CS,2,$39.18,CA
,,18-Feb-16,EACH,8,$58.72,CA
,,25-Feb-16,EACH,8,$59.44,CA
,,29-Feb-16,CS,6,$119.70,CA
,,11-Feb-16,CS,2,$43.18,CA
,,11-Feb-16,EACH,9,$70.74,CA
,,15-Feb-16,CS,-2,-$43.18,CA
,,01-Feb-16,CS,3,$63.21,CA
,,01-Feb-16,EACH,4,$30.88,CA
,,02-Feb-16,CS,3,$70.77,CA
,,02-Feb-16,EACH,4,$33.52,CA
,,04-Feb-16,EACH,9,$75.42,CA
,,09-Feb-16,CS,3,$64.77,CA
,,09-Feb-16,EACH,3,$23.58,CA
,,16-Feb-16,CS,2,$39.18,CA
,,16-Feb-16,EACH,2,$14.68,CA
,,23-Feb-16,CS,1,$19.95,CA
,,23-Feb-16,EACH,2,$14.86,CA
"LETTUCE 1/8"" SHRED 4/5 LB SCH Total",,,,78,$972.66,
PAPAYA MARADOL 30,1870,08-Feb-16,,58,"$2,259.10",GUATEMALA
,,09-Feb-16,CS,-1,-$38.95,GUATEMALA
PAPAYA MARADOL 30 Total,,,,57,"$2,220.15",
PARSNIP COINS   50/2 OZ,3066,22-Feb-16,CS,82,"$2,496.90",CA
PARSNIP COINS   50/2 OZ Total,,,,82,"$2,496.90",
POMEGRANATE 30,1970,18-Feb-16,CS,22,$759.66,CA
POMEGRANATE 30 Total,,,,22,$759.66,
POTATO FINGERLING 10 LB,4249,12-Feb-16,CS,31,$579.70,CA
POTATO FINGERLING 10 LB Total,,,,31,$579.70,
RADISH / CELERY 50/2 OZ,3001,01-Feb-16,CS,87,"$2,692.65",CA
RADISH / CELERY 50/2 OZ Total,,,,87,"$2,692.65",
ROMAINE CHOPPED 6/2 LB SCH,6300S,22-Feb-16,CS,8,$155.60,CA
,,12-Feb-16,CS,5,$107.25,CA
,,08-Feb-16,,1,$21.45,CA
,,18-Feb-16,CS,7,$136.15,CA
,,25-Feb-16,CS,6,$131.70,CA
,,29-Feb-16,CS,9,$197.55,CA
,,11-Feb-16,CS,11,$235.95,CA
,,01-Feb-16,CS,3,$64.23,CA
,,02-Feb-16,CS,2,$42.90,CA
,,02-Feb-16,EACH,2,$11.66,CA
,,04-Feb-16,CS,10,$214.50,CA
,,09-Feb-16,CS,1,$21.45,CA
,,16-Feb-16,CS,1,$19.45,CA
,,23-Feb-16,CS,4,$87.80,CA
,,23-Feb-16,EACH,1,$5.91,CA
ROMAINE CHOPPED 6/2 LB SCH Total,,,,71,"$1,453.55",
SPINACH BABY 4 LB,2330,08-Feb-16,,33,$380.49,CA
SPINACH BABY 4 LB Total,,,,33,$380.49,
TANGELO MINEOLA SLICED 50/2 OZ,1726,01-Feb-16,CS,87,"$2,518.65",FL
TANGELO MINEOLA SLICED 50/2 OZ Total,,,,87,"$2,518.65",
TOMATOES 6X6 25 LB SCH,5880S,22-Feb-16,5 #,2,$18.98,FL
,,22-Feb-16,CS,3,$86.91,FL
,,12-Feb-16,CS,2,$60.00,FL
,,08-Feb-16,,5,$109.50,FL
,,18-Feb-16,5 #,8,$75.92,FL
,,18-Feb-16,CS,2,$57.94,FL
,,25-Feb-16,5 #,7,$69.02,FL
,,25-Feb-16,CS,1,$30.45,FL
,,29-Feb-16,5 #,3,$29.58,FL
,,29-Feb-16,CS,1,$30.45,FL
,,11-Feb-16,5 #,7,$68.25,FL
,,11-Feb-16,CS,1,$30.00,FL
,,01-Feb-16,5 #,3,$34.08,FL
,,01-Feb-16,CS,1,$36.45,FL
,,02-Feb-16,5 #,6,$70.44,FL
,,02-Feb-16,CS,3,$113.85,FL
,,04-Feb-16,5 #,8,$93.92,FL
,,04-Feb-16,CS,1,$37.95,FL
,,09-Feb-16,5 #,10,$97.50,FL
,,09-Feb-16,CS,3,$90.00,FL
,,16-Feb-16,5 #,8,$75.92,FL
,,16-Feb-16,CS,4,$115.88,FL
,,23-Feb-16,5 #,6,$59.16,FL
,,23-Feb-16,CS,3,$91.35,FL
TOMATOES 6X6 25 LB SCH Total,,,,98,"$1,583.50",
CILANTRO 10/3 CT,5240,22-Feb-16,3 EA,1,$3.87,MEXICO
,,18-Feb-16,3 EA,3,$11.61,MEXICO
,,02-Feb-16,3 EA,3,$11.88,MEXICO
,,04-Feb-16,3 EA,2,$7.92,MEXICO
,,09-Feb-16,3 EA,2,$8.20,MEXICO
,,16-Feb-16,3 EA,4,$15.48,MEXICO
,,23-Feb-16,3 EA,2,$8.50,MEXICO
CILANTRO 10/3 CT Total,,,,17,$67.46,
CABBAGE GRN 4/5 W/SEP COLOR SCH,6040S,22-Feb-16,CS,1,$15.87,CA
,,22-Feb-16,EACH,6,$37.32,CA
,,12-Feb-16,EACH,1,$6.22,CA
,,18-Feb-16,EACH,7,$43.54,CA
,,25-Feb-16,EACH,1,$6.49,CA
,,11-Feb-16,EACH,1,$6.22,CA
,,01-Feb-16,EACH,3,$18.60,CA
,,02-Feb-16,EACH,13,$80.86,CA
,,04-Feb-16,EACH,1,$6.22,CA
,,16-Feb-16,EACH,1,$6.22,CA
,,23-Feb-16,CS,1,$16.95,CA
,,23-Feb-16,EACH,10,$64.90,CA
,,26-Feb-16,EACH,-1,-$6.49,CA
CABBAGE GRN 4/5 W/SEP COLOR SCH Total,,,,45,$302.92,
CARROTS BABY PEELED 30/1 LB SCH,2570S,22-Feb-16,CS,1,$27.45,CA
,,12-Feb-16,CS,1,$49.25,CA
,,12-Feb-16,EACH,6,$24.06,CA
,,08-Feb-16,,7,$73.31,CA
,,18-Feb-16,CS,1,$27.45,CA
,,25-Feb-16,EACH,7,$21.98,CA
,,29-Feb-16,CS,1,$24.95,CA
,,11-Feb-16,CS,1,$49.25,CA
,,11-Feb-16,EACH,4,$16.04,CA
,,01-Feb-16,CS,2,$46.78,CA
,,04-Feb-16,CS,2,$46.44,CA
,,04-Feb-16,EACH,4,$12.32,CA
,,09-Feb-16,CS,1,$49.25,CA
,,09-Feb-16,EACH,2,$8.02,CA
,,16-Feb-16,EACH,15,$48.45,CA
CARROTS BABY PEELED 30/1 LB SCH Total,,,,55,$525.00,
PEARS BARTLETT 80/90,1880,22-Feb-16,CS,2,$61.52,WA
,,12-Feb-16,CS,4,$107.40,WA
,,18-Feb-16,CS,4,$123.04,WA
,,25-Feb-16,CS,1,$31.45,WA
,,11-Feb-16,CS,1,$26.85,WA
,,02-Feb-16,CS,1,$26.85,WA
,,04-Feb-16,CS,1,$26.85,WA
,,09-Feb-16,CS,3,$80.55,WA
,,16-Feb-16,CS,1,$30.76,WA
PEARS BARTLETT 80/90 Total,,,,18,$515.27,
SALAD SEPARTE W/COLOR 4/5 LB SCH,6340S,11-Feb-16,EACH,1,$7.56,CA
,,04-Feb-16,CS,1,$23.25,CA
,,16-Feb-16,CS,1,$19.25,CA
,,23-Feb-16,CS,1,$19.95,CA
SALAD SEPARTE W/COLOR 4/5 LB SCH Total,,,,4,$70.01,
GRAPES GREEN SEEDLESS SCH,1760S,12-Feb-16,CS,1,$58.45,CHILE
,,08-Feb-16,,3,$175.35,CHILE
,,25-Feb-16,2 #,4,$27.64,CHILE
,,01-Feb-16,CS,2,$108.90,CHILE
,,02-Feb-16,CS,3,$184.35,CHILE
,,04-Feb-16,CS,1,$61.45,CHILE
,,16-Feb-16,CS,1,$51.27,CHILE
,,23-Feb-16,CS,3,$104.85,CHILE
GRAPES GREEN SEEDLESS SCH Total,,,,18,$772.26,
TOMATOES CHERRY 12/1 PINT SCH,5820S,22-Feb-16,CS,8,$238.80,FL
,,12-Feb-16,CS,4,$107.60,FL
,,08-Feb-16,,1,$26.90,FL
,,18-Feb-16,CS,2,$59.70,FL
,,29-Feb-16,CS,3,$110.85,FL
,,11-Feb-16,EACH,3,$14.82,FL
,,01-Feb-16,CS,7,$185.85,FL
,,02-Feb-16,CS,2,$57.90,FL
,,02-Feb-16,EACH,6,$30.90,FL
,,04-Feb-16,CS,2,$57.90,FL
,,16-Feb-16,CS,1,$29.85,FL
,,23-Feb-16,CS,1,$36.95,FL
,,23-Feb-16,EACH,3,$17.85,FL
TOMATOES CHERRY 12/1 PINT SCH Total,,,,43,$975.87,
CLEMENTINES 25 LB,1684,25-Feb-16,CS,3,$94.35,FL
,,11-Feb-16,CS,1,$30.94,FL
,,02-Feb-16,CS,3,$92.82,FL
,,09-Feb-16,CS,3,$92.82,FL
,,16-Feb-16,CS,2,$61.88,FL
CLEMENTINES 25 LB Total,,,,12,$372.81,
TOMATOES GRAPE 12/1 PINT SCH,5840S,08-Feb-16,,6,$224.94,FL
,,18-Feb-16,CS,1,$37.38,FL
,,25-Feb-16,EACH,10,$45.40,FL
,,29-Feb-16,CS,5,$137.25,FL
,,11-Feb-16,CS,2,$74.98,FL
,,11-Feb-16,EACH,1,$5.37,FL
,,01-Feb-16,CS,2,$55.10,FL
,,02-Feb-16,CS,3,$83.85,FL
,,04-Feb-16,CS,1,$27.95,FL
,,04-Feb-16,EACH,8,$36.64,FL
,,16-Feb-16,CS,2,$74.76,FL
,,23-Feb-16,CS,2,$54.90,FL
TOMATOES GRAPE 12/1 PINT SCH Total,,,,43,$858.52,
CELERY STICKS 4/5 LB SCH,6110S,22-Feb-16,CS,2,$66.66,CA
,,22-Feb-16,EACH,2,$21.16,CA
,,08-Feb-16,,4,$41.00,CA
,,29-Feb-16,EACH,6,$65.16,CA
,,01-Feb-16,EACH,3,$33.15,CA
,,02-Feb-16,EACH,1,$9.93,CA
,,23-Feb-16,EACH,1,$10.86,CA
CELERY STICKS 4/5 LB SCH Total,,,,19,$247.92,
CAULIFLOWER 12 CT,2630,29-Feb-16,EACH,9,$30.69,CA
CAULIFLOWER 12 CT Total,,,,9,$30.69,
ROM/ICE BLEND W/COLOR 4/5 LB SCH,6290S,18-Feb-16,EACH,2,$16.18,CA
,,04-Feb-16,EACH,2,$17.74,CA
ROM/ICE BLEND W/COLOR 4/5 LB SCH Total,,,,4,$33.92,
LETTUCE CHOP 4/5LB SCH,6190S,25-Feb-16,CS,3,$62.85,CA
LETTUCE CHOP 4/5LB SCH Total,,,,3,$62.85,
POTATOES IDAHO 090 CT,4309,18-Feb-16,CS,1,$19.85,ID
POTATOES IDAHO 090 CT Total,,,,1,$19.85,
ROMAINE LINER 24 CT,2270,18-Feb-16,CS,1,$21.96,CA
,,25-Feb-16,CS,1,$22.45,CA
,,09-Feb-16,CS,1,$23.69,CA
,,23-Feb-16,CS,1,$22.45,CA
ROMAINE LINER 24 CT Total,,,,4,$90.55,
CANTALOUPE 12 CT SCH,1800S,11-Feb-16,CS,1,$16.57,GUATEMALA
CANTALOUPE 12 CT SCH Total,,,,1,$16.57,
